Applicant ID,Gender,Age Group,Race,Training,Signals,Yield,Speed Control,Night Drive,Road Signs,Steer Control,Mirror Usage,Confidence,Parking,Theory Test,Reactions,Qualified
AID0417,Male,Young Adult,Black,Basic,65.29,55.35,49.42,59.83,50.81,52.2,58.68,64.53,61.19,83.29,Fast,Yes
AID0418,Female,Teenager,Black,Basic,11.29,50.81,47.98,50.57,48.76,66.06,63.16,46.88,53.23,43.72,Fast,Yes
AID0419,Female,Teenager,Other,Basic,35.94,46.62,31.48,38.96,20.32,25.22,40.24,36.44,62.94,68.1,Average,No
AID0420,Female,Young Adult,Black,Basic,81.13,47.02,48.15,44.62,41.92,40.44,48.64,57.11,43.43,89.66,Average,No
AID0421,Female,Teenager,Other,None,28.29,21.98,30.9,35.67,16.11,31.47,35.92,5.12,12.91,67.07,Fast,No
AID0422,Female,Middle Age,White,Basic,52.72,63.21,49.29,42.53,74.56,63.21,38.16,57.62,61.04,48.95,Fast,Yes
AID0423,Female,Teenager,Other,None,44.12,43.08,20.17,30.09,49.16,26.75,18.67,9.52,27.13,99.1,Fast,No
AID0424,Male,Young Adult,White,None,37.04,50.58,46.15,30.15,21.64,35.76,31.84,42.68,24.57,93.36,Average,No
AID0425,Female,Young Adult,Other,Basic,48.3,28.63,50.9,33.04,58.13,32.98,38.34,33.08,53.83,86.28,Fast,Yes
AID0426,Male,Middle Age,Black,Basic,59.81,34.72,52.18,54.34,48.23,47.03,64.78,65.04,65.29,64.69,Average,Yes
AID0427,Male,Teenager,Other,Basic,40.23,46.32,35.14,38.65,20.29,56.5,55.42,27.93,37.2,51.03,Average,No
AID0428,Female,Young Adult,Other,Basic,52.89,64.61,66.09,48.09,61.79,61.55,54.1,49.79,50.31,96.48,Slow,Yes
AID0429,Male,Middle Age,White,Basic,58.87,39.8,50.77,55.26,44.74,44.25,61.29,58,53.07,71.94,Average,Yes
AID0430,Female,Middle Age,Black,Advanced,66.34,67.15,89.43,73.46,62.42,58.88,76.23,61.95,77.58,91.14,Fast,Yes
AID0431,Male,Middle Age,Other,Basic,61.88,64.25,56.42,69.15,67.55,70.19,71.7,48.17,79.55,60.53,Slow,Yes
AID0432,Female,Young Adult,Black,Basic,52.02,56.71,49.54,44.94,60.3,49.55,42.16,54,52.48,60.12,Average,Yes
AID0433,Male,Teenager,Other,None,23.81,31.82,39.81,33.07,27.81,42.29,48.88,22.96,49.02,99.13,Average,No
AID0434,Female,Young Adult,Other,Basic,49.3,44.51,43.79,43.13,43.11,52.83,66.89,47.42,36.19,71.31,Slow,No
AID0435,Female,Middle Age,Black,Basic,55.04,60.43,61.13,50.65,47.99,52.15,64.52,59.93,55.53,48.44,Average,No
AID0436,Female,Young Adult,Other,Basic,55.36,54.17,41.84,44.53,39.66,47.98,47.38,44.26,43.08,53.18,Average,Yes
AID0437,Female,Young Adult,Black,Basic,72.76,43.54,57.54,49.39,58.52,43.59,41.79,53.26,47.89,68.92,Slow,Yes
AID0438,Female,Young Adult,Other,Basic,38.7,52.92,78.34,43.03,47.27,46.95,65.22,48.16,51.37,42.55,Fast,Yes
AID0439,Male,Middle Age,White,Basic,42.14,53.7,48.29,45.95,64.91,52.81,54.88,56.66,61.44,67.75,Fast,No
AID0440,Male,Teenager,Black,Advanced,42.18,53.42,58.67,60.19,60.94,64.96,64.92,51.15,49.69,65.14,Average,No
AID0441,Male,Young Adult,Other,Advanced,55.31,57.51,73.33,66.97,63.45,47.37,65.33,44.13,66.77,86.76,Slow,Yes
AID0442,Female,Young Adult,Other,Advanced,52.57,59.68,47.98,56.42,50.87,53.3,49.91,40.21,70.95,61.3,Average,No
AID0443,Male,Young Adult,White,Advanced,83.73,67.26,65.08,64.21,56.88,78.72,57.38,69.17,55.97,98.95,Fast,Yes
AID0444,Female,Young Adult,Black,None,35.57,29.3,24.39,28.63,20.78,52.16,44.12,38.07,38.25,50.85,Average,No
AID0445,Female,Teenager,Other,None,11.53,9.61,58.55,32.21,30.19,22.59,37.08,18.59,14.13,75.46,Slow,No
AID0446,Male,Young Adult,White,None,45.8,32.99,51.67,34.9,53.29,54.36,44.71,44.95,42.3,45.38,Average,No
AID0447,Male,Young Adult,Other,Basic,48.98,60.58,55.14,63.12,58.42,50.03,31.33,58.38,62.03,84.03,Fast,Yes
AID0448,Female,Young Adult,Black,Advanced,56.71,68.26,53.34,60.68,67.27,54.47,58.42,65.59,47.34,99.69,Average,No
AID0449,Male,Teenager,Other,None,0.77,12.01,26,36.95,0,25.2,34.85,18.46,15.07,89.15,Average,No
AID0450,Female,Young Adult,Other,Advanced,56.52,62.92,50.42,57.19,75.88,68.13,59.25,80.76,76.61,73.34,Fast,Yes
AID0451,Female,Young Adult,Other,None,25.62,42.97,33.11,44.89,46.67,11.78,7.95,43.27,34.69,69.08,Average,No
AID0452,Female,Teenager,Other,Advanced,48.59,39.78,53.16,41.26,50.34,65.29,59.52,73.41,76.77,90.1,Fast,Yes
AID0453,Female,Young Adult,White,Basic,63.23,60.18,31.67,38.36,51.69,55.9,47.3,40.82,54.57,96.16,Average,No
AID0454,Female,Teenager,White,None,34.73,16.26,30.08,16.18,38.52,15.65,1.7,46.03,11.41,99.35,Fast,No
AID0455,Male,Teenager,Black,Basic,21.65,35.34,36.2,42.84,39.49,37.77,55.21,51.64,27.72,63.79,Average,No
AID0456,Male,Middle Age,White,None,18.2,37.34,51.34,42.39,48.86,47.32,59.19,37.71,40.31,99.46,Fast,No
AID0457,Female,Young Adult,White,None,23.4,23.16,35.4,40.38,36.56,44.82,34.01,23.55,32.32,49.36,Average,No
AID0458,Female,Middle Age,Black,Basic,70.43,42.09,42.46,60.69,65.91,45.87,49.31,52.26,46.15,55.21,Fast,Yes
AID0459,Male,Young Adult,White,Advanced,35.29,68.72,53.05,66.55,52.81,86.9,69.56,36.87,78.4,45.34,Average,No
AID0460,Male,Young Adult,White,Basic,40.95,49.48,55.86,36.55,68.07,45.48,47.11,33.68,44.6,56.3,Average,No
AID0461,Female,Middle Age,Black,Basic,66.94,57.86,54.73,57.74,60.41,53.04,55.38,47.07,48.57,86.08,Fast,Yes
AID0462,Male,Young Adult,Black,Basic,57.4,36.92,52.07,61.08,24.28,26.71,54.49,54.32,39.04,91.18,Average,No
AID0463,Female,Young Adult,Black,Advanced,63.81,48.93,50.93,67.22,53.62,57.49,65.36,79.74,41.35,86.73,Average,No
AID0464,Male,Young Adult,Other,None,27.98,25.67,44.37,50.72,55.13,55.34,41.63,37.93,41.09,77.86,Average,No
AID0465,Female,Young Adult,Other,Basic,55.34,55.92,43.07,71.24,49.09,44.53,45.56,46.03,53.11,70.84,Fast,No
AID0466,Male,Middle Age,Black,None,33.22,26.5,50.41,33.67,50.07,46.41,50.14,23.58,39.89,82.52,Slow,No
AID0467,Female,Middle Age,Black,None,46.42,38.97,47.32,49.24,44.75,47.85,35.04,27.97,18.86,63.45,Fast,No
AID0468,Male,Middle Age,Black,Basic,32.71,54.96,58.06,46.71,60.91,51.85,58.26,45.54,66.1,90.48,Average,No
AID0469,Male,Teenager,Other,None,34.35,23.06,31.76,1.74,29.74,7.69,41.2,39.19,17.74,80.63,Slow,No
AID0470,Female,Middle Age,Other,Basic,70.14,56.13,52.03,58.33,55.28,59.14,71.81,43.07,62.83,81.87,Average,No
AID0471,Male,Middle Age,White,Advanced,55.99,61.93,74.48,45.42,65.15,67.36,80.42,75.25,53.37,72.16,Average,Yes
AID0472,Female,Teenager,White,None,28.88,14.18,12.24,18.39,25.07,28.98,28,7.63,42.84,93.11,Average,No
AID0473,Male,Teenager,Black,Basic,35.84,49.17,37.51,26.2,24.11,49.38,40.92,30.17,49.46,55.12,Average,No
AID0474,Female,Middle Age,Other,None,48.13,36.65,40.14,26.8,53.49,41.04,44.38,35.8,70.7,62.87,Slow,No
AID0475,Male,Young Adult,Other,Advanced,50.15,66.47,51.88,58.8,48.52,53.44,55.85,70.56,42.1,86.66,Fast,No
AID0476,Female,Middle Age,Other,Basic,59.53,67.51,73.16,60.15,52.18,63.63,65.91,57.8,29.16,69.56,Slow,No
AID0477,Male,Teenager,Black,Advanced,58.85,51.58,69.42,52.17,50.49,60.7,36.27,58.92,12.38,93.35,Average,No
AID0478,Female,Middle Age,White,Basic,38.41,59.93,66,64.88,63.76,49.52,45.21,43.77,59.24,60.78,Average,No
AID0479,Male,Young Adult,Black,None,40.83,2.63,51.34,56.12,41.99,41.85,25.14,32.88,26.09,62.16,Average,No
AID0480,Female,Teenager,White,Basic,38.31,53.02,65.61,32.3,48.15,48.89,30.51,26.95,33.97,93.32,Average,No
AID0481,Female,Teenager,White,Advanced,68.37,55.98,34.18,41.32,55.2,45.36,24.17,43.47,47.19,67.86,Average,No
AID0482,Female,Middle Age,Black,Basic,41.61,35.82,64.05,43.84,52.98,48.09,51.74,58.42,56.87,70.97,Fast,No
AID0483,Male,Young Adult,White,Advanced,58.89,69.23,52.91,76.31,62.15,70.51,52.3,65.81,52.09,59.97,Average,Yes
AID0484,Female,Young Adult,White,Advanced,57.81,57.13,53.28,65.02,67.5,45.98,60.22,53.56,65.32,56.6,Slow,No
AID0485,Male,Young Adult,Other,None,52.89,43.09,55.12,29.73,28.74,48.18,45.53,46.77,33.51,79.36,Average,No
AID0486,Female,Middle Age,White,None,34.58,27.49,71.04,62.46,51.89,39.53,43.86,30.47,60.28,47.19,Average,No
AID0487,Male,Young Adult,Black,Basic,48.12,30.91,50.11,45.75,51.04,38.79,55.55,54.59,47.23,92.76,Slow,No
AID0488,Female,Middle Age,Black,Basic,57.72,46.66,48.17,51.02,43.97,51.26,44.23,64.52,40.7,86.75,Average,No
AID0489,Male,Young Adult,White,Advanced,67.93,50.58,60.08,64.47,65.43,41.29,49.17,48.55,33.17,51.44,Average,No
AID0490,Male,Young Adult,Other,Advanced,75.58,61.46,55.34,59.97,73.45,77.4,80.7,57.89,84.05,81.64,Average,Yes
AID0491,Female,Young Adult,Other,Basic,70.85,61.87,42.04,50.43,60.08,55.54,49.64,57.07,52.98,76.16,Fast,No
AID0492,Male,Young Adult,White,None,2.53,31.16,64.13,41.04,36.79,41.81,14.78,38.49,11.62,51.07,Average,No
AID0493,Male,Middle Age,White,Advanced,48.75,56.99,67.35,72.83,77.59,60.87,31.99,70.64,65.45,56.39,Average,Yes
AID0494,Female,Young Adult,Black,None,15.74,53.88,30.73,54.1,55.92,37.67,40.42,32.72,38.08,64.54,Slow,No
AID0495,Male,Young Adult,White,Advanced,50.9,59.18,72.26,78.27,26.76,46.48,46.69,65.32,74.06,81.95,Average,No
AID0496,Male,Middle Age,Other,Basic,49.1,54.83,51.93,42.94,64.52,52.17,47.79,45.01,59.57,78.32,Average,No
AID0497,Male,Young Adult,White,Basic,50.68,42.22,34.65,40.9,67.46,56.48,63.35,48.32,45.02,71.93,Average,No
AID0498,Female,Young Adult,Black,None,33.43,70.27,34.38,35.79,35.28,44.86,31.18,31.09,37.32,86.1,Fast,No
AID0499,Male,Middle Age,Black,Basic,50.07,51.41,64.32,60.77,40.68,57.59,49.6,62.72,36.53,85.48,Average,No
AID0500,Female,Young Adult,Black,Basic,47.38,67.98,44.9,47.17,44.44,52.28,55.87,54.5,53.95,77.07,Average,No
